Date,Time,Temperature,Humidity,Moist,Powdery,Downy,B. Leaf Spot
7/3/2023,2:57:09,28.4,69,5,no,no,no
7/3/2023,2:57:12,28.5,69,5,no,no,no
7/3/2023,2:57:15,28.5,69,5,no,no,no
7/3/2023,2:57:18,28.5,69,5,no,no,no
7/3/2023,2:57:21,28.5,69,5,no,no,no
7/3/2023,2:57:24,28.5,69,4,no,no,no
7/3/2023,2:57:27,28.5,69,6,no,no,no
7/3/2023,2:57:30,28.5,69,5,no,no,no
7/3/2023,2:57:33,28.6,69,5,no,no,no
7/3/2023,2:57:36,28.5,69,5,no,no,no
7/3/2023,2:57:39,28.5,69,5,no,no,no
7/3/2023,2:57:48,28.5,68,5,no,no,no
7/3/2023,2:57:52,28.5,68,4,no,no,no
7/3/2023,2:57:55,28.5,68,5,no,no,no
7/3/2023,2:57:58,28.6,68,6,no,no,no
7/3/2023,2:58:01,28.6,68,8,no,no,no
7/3/2023,2:58:04,28.6,68,5,no,no,no
7/3/2023,2:58:06,28.6,68,4,no,no,no
7/3/2023,2:58:09,28.6,68,4,no,no,no
7/3/2023,2:58:12,28.6,68,4,no,no,no
7/3/2023,2:58:16,28.6,68,6,no,no,no
7/3/2023,2:58:18,28.6,68,4,no,no,no
7/3/2023,2:58:21,28.6,68,6,no,no,no
7/3/2023,2:58:25,28.6,68,8,no,no,no
7/3/2023,2:58:28,28.6,68,8,no,no,no
7/3/2023,2:58:31,28.6,68,5,no,no,no
7/3/2023,2:58:33,28.6,68,8,no,no,no
7/3/2023,2:58:37,28.6,68,15,no,no,no
7/3/2023,2:58:40,28.6,68,5,no,no,no
7/3/2023,2:58:43,28.6,68,4,no,no,no
7/3/2023,2:58:45,28.6,68,4,no,no,no
7/3/2023,2:58:48,28.6,68,5,no,no,no
7/3/2023,2:58:51,28.6,68,4,no,no,no
7/3/2023,2:58:54,28.6,68,5,no,no,no
7/3/2023,2:58:57,28.6,68,4,no,no,no
7/3/2023,2:59:00,28.6,69,4,no,no,no
7/3/2023,2:59:03,28.6,69,4,no,no,no
7/3/2023,2:59:07,28.6,69,4,no,no,no
7/3/2023,2:59:09,28.6,69,5,no,no,no
7/3/2023,2:59:12,28.5,69,5,no,no,no
7/3/2023,2:59:15,28.5,69,4,no,no,no
7/3/2023,2:59:18,28.5,69,4,no,no,no
7/3/2023,2:59:39,28.4,69,5,no,no,no
7/3/2023,2:59:42,28.4,69,5,no,no,no
7/3/2023,2:59:46,28.3,69,5,no,no,no
7/3/2023,2:59:49,28.3,69,4,no,no,no
7/3/2023,2:59:52,28.3,69,4,no,no,no
7/3/2023,2:59:56,28.3,69,4,no,no,no
7/3/2023,2:59:59,28.3,69,5,no,no,no
7/3/2023,3:00:02,28.3,70,4,no,no,no
7/3/2023,3:00:06,28.2,70,5,no,no,no
7/3/2023,3:00:09,28.2,70,5,no,no,no
7/3/2023,3:00:12,28.2,70,4,no,no,no
7/3/2023,3:00:15,28.2,70,4,no,no,no
7/3/2023,3:00:18,28.2,70,5,no,no,no
7/3/2023,3:00:21,28.2,70,4,no,no,no
7/3/2023,3:00:24,28.1,70,4,no,no,no
7/3/2023,3:00:28,28.1,70,4,no,no,no
7/3/2023,3:00:31,28.1,70,4,no,no,no
7/3/2023,3:00:34,28.1,70,5,no,no,no
7/3/2023,3:00:37,28.1,70,5,no,no,no
7/3/2023,3:00:41,28.1,70,4,no,no,no
7/4/2023,6:46:26,27.4,71,6,no,no,no
7/4/2023,6:46:29,27.4,71,4,no,no,no
7/4/2023,6:46:32,27.4,71,3,no,yes,no
7/4/2023,6:46:35,27.4,71,9,no,no,no
7/4/2023,6:46:38,27.4,71,8,no,no,no
7/4/2023,6:46:41,27.4,71,7,no,no,no
7/4/2023,6:46:44,27.4,71,6,no,no,no
7/4/2023,6:46:47,27.4,71,4,no,no,no
7/4/2023,6:46:50,27.4,71,4,no,no,no
7/4/2023,6:46:53,27.4,71,4,no,no,no
7/4/2023,6:46:56,27.4,71,6,no,no,no
7/4/2023,6:46:59,27.4,71,6,no,no,no
7/4/2023,6:47:02,27.4,71,4,no,no,no
7/4/2023,6:47:06,27.4,71,5,no,no,no
7/4/2023,6:47:09,27.4,71,5,no,no,no
7/4/2023,6:47:12,27.4,71,7,no,no,no
7/4/2023,6:47:15,27.4,71,5,no,no,no
7/4/2023,6:47:18,27.4,71,6,no,no,no
7/4/2023,6:47:22,27.4,71,5,no,no,no
7/4/2023,6:47:25,27.4,71,4,no,no,no
7/4/2023,6:47:28,27.4,71,5,no,no,no
7/4/2023,6:47:31,27.4,71,6,no,no,no
7/4/2023,6:47:36,27.4,71,5,no,no,no
7/4/2023,6:47:40,27.4,71,6,no,no,no
7/4/2023,6:47:43,27.4,71,3,no,yes,no
7/4/2023,6:48:21,27.4,71,0,no,no,no
7/4/2023,6:48:24,27.4,71,0,no,no,no
7/4/2023,6:48:27,27.4,71,0,no,no,no
7/4/2023,6:48:31,27.4,71,0,no,no,no
7/4/2023,6:48:34,27.4,71,0,no,no,no
7/4/2023,6:48:37,27.4,71,0,no,no,no
7/4/2023,6:48:41,27.4,71,0,no,no,no
7/4/2023,6:48:44,27.4,71,0,no,no,no
7/4/2023,6:48:47,27.4,71,0,no,no,no
7/4/2023,6:48:51,27.4,71,0,no,no,no
7/4/2023,6:48:54,27.4,71,0,no,no,no
7/4/2023,6:48:57,27.4,71,0,no,no,no
7/4/2023,6:49:00,27.4,71,0,no,no,no
7/4/2023,6:49:03,27.4,71,0,no,no,no
7/4/2023,6:49:06,27.4,71,0,no,no,no
7/4/2023,6:49:09,27.4,71,0,no,no,no
7/4/2023,6:49:11,27.4,71,0,no,no,no
7/4/2023,6:49:14,27.4,71,0,no,no,no
7/4/2023,6:49:17,27.4,71,0,no,no,no
7/4/2023,6:49:20,27.4,71,0,no,no,no
7/4/2023,6:49:23,27.4,71,0,no,no,no
7/4/2023,6:49:27,27.4,71,0,no,no,no
7/4/2023,6:49:30,27.4,71,0,no,no,no
7/4/2023,6:49:33,27.4,71,0,no,no,no
7/4/2023,6:49:36,27.4,71,0,no,no,no
7/4/2023,6:49:39,27.4,71,0,no,no,no
7/4/2023,6:49:42,27.4,71,0,no,no,no
7/4/2023,6:49:45,27.4,71,0,no,no,no
7/4/2023,6:49:48,27.4,71,0,no,no,no
7/4/2023,6:49:51,27.4,71,0,no,no,no
7/4/2023,6:49:54,27.4,71,0,no,no,no
7/4/2023,6:49:57,27.4,71,0,no,no,no
7/4/2023,6:50:00,27.4,71,0,no,no,no
7/4/2023,6:50:03,27.4,71,0,no,no,no
7/4/2023,6:50:06,27.4,71,0,no,no,no
7/4/2023,6:50:09,27.4,71,0,no,no,no
7/4/2023,6:50:12,27.4,71,0,no,no,no
7/4/2023,6:50:15,27.4,71,0,no,no,no
7/4/2023,6:50:19,27.4,71,0,no,no,no
7/4/2023,6:50:22,27.4,71,4,no,no,no
7/4/2023,6:50:25,27.4,71,6,no,no,no
7/4/2023,6:50:28,27.4,71,6,no,no,no
7/4/2023,6:50:31,27.4,71,6,no,no,no
7/4/2023,6:50:34,27.4,71,6,no,no,no
7/4/2023,6:50:37,27.4,71,0,no,no,no
7/4/2023,6:50:40,27.4,71,0,no,no,no
7/4/2023,6:50:43,27.4,71,6,no,no,no
7/4/2023,6:50:47,27.4,71,6,no,no,no
7/4/2023,6:50:50,27.4,71,0,no,no,no
7/4/2023,6:50:52,27.4,72,3,no,yes,no
7/4/2023,6:50:55,27.4,72,0,no,no,no
7/4/2023,6:50:58,27.4,72,0,no,no,no
7/4/2023,6:51:01,27.4,72,0,no,no,no
7/4/2023,6:51:05,27.5,72,0,no,no,no
7/4/2023,6:51:08,27.5,72,0,no,no,no
7/4/2023,6:51:11,27.5,72,6,no,no,no
7/4/2023,6:51:14,27.5,72,0,no,no,no
7/4/2023,6:51:17,27.5,72,0,no,no,no
7/4/2023,6:51:20,27.5,72,0,no,no,no
7/4/2023,6:51:23,27.5,72,0,no,no,no
7/4/2023,6:51:27,27.5,72,0,no,no,no
7/4/2023,6:51:30,27.5,72,0,no,no,no
7/4/2023,6:51:34,27.5,72,0,no,no,no
7/4/2023,6:51:38,27.5,72,0,no,no,no
7/4/2023,6:51:41,27.5,72,0,no,no,no
7/4/2023,6:51:44,27.5,72,0,no,no,no
7/4/2023,6:51:48,27.5,72,0,no,no,no
7/4/2023,6:51:51,27.5,72,0,no,no,no
7/4/2023,6:51:57,27.4,72,0,no,no,no
7/4/2023,6:52:02,27.5,72,0,no,no,no
7/4/2023,6:52:05,27.5,71,0,no,no,no
7/4/2023,6:52:08,27.5,72,0,no,no,no
7/4/2023,6:52:11,27.4,72,0,no,no,no
7/6/2023,6:33:00,28.1,65,0,no,no,no
7/6/2023,6:33:03,27.8,64,0,no,no,no
7/6/2023,6:33:06,27.8,64,0,no,no,no
7/6/2023,6:33:09,27.8,65,0,no,no,no
7/6/2023,6:33:12,27.8,65,0,no,no,no
7/6/2023,6:33:15,27.8,65,0,no,no,no
7/6/2023,6:33:18,27.8,65,0,no,no,no
7/6/2023,6:33:21,27.8,65,0,no,no,no
7/6/2023,6:33:24,27.8,65,0,no,no,no
7/6/2023,6:33:27,27.7,65,0,no,no,no
7/6/2023,6:33:31,27.7,65,0,no,no,no
7/6/2023,6:33:34,27.7,65,0,no,no,no
7/6/2023,6:33:36,27.7,65,0,no,no,no
7/6/2023,6:33:39,27.7,65,0,no,no,no
7/6/2023,6:33:42,27.7,65,0,no,no,no
7/6/2023,6:33:46,27.7,65,0,no,no,no
7/6/2023,6:33:49,27.7,65,0,no,no,no
7/6/2023,6:33:52,27.7,65,0,no,no,no
7/6/2023,6:33:55,27.7,65,0,no,no,no
7/6/2023,6:33:58,27.7,65,0,no,no,no
7/6/2023,6:34:01,27.7,65,0,no,no,no
7/6/2023,6:34:04,27.7,65,0,no,no,no
7/6/2023,6:34:07,27.7,65,0,no,no,no
7/6/2023,6:34:10,27.7,65,0,no,no,no
7/6/2023,6:34:13,27.7,65,0,no,no,no
7/6/2023,6:34:15,27.7,65,0,no,no,no
7/6/2023,6:34:18,27.7,65,0,no,no,no
7/6/2023,6:34:22,27.7,65,0,no,no,no
7/6/2023,6:34:25,27.7,65,0,no,no,no
7/6/2023,6:34:28,27.7,65,0,no,no,no
7/6/2023,6:34:30,27.6,65,0,no,no,no
7/6/2023,6:34:34,27.6,65,0,no,no,no
7/6/2023,6:34:37,27.6,65,0,no,no,no
7/6/2023,6:34:40,27.6,65,0,no,no,no
7/6/2023,6:34:43,27.6,65,0,no,no,no
7/6/2023,6:34:46,27.6,65,0,no,no,no
7/6/2023,6:34:49,27.6,65,0,no,no,no
7/6/2023,6:34:52,27.6,65,0,no,no,no
7/6/2023,6:34:56,27.6,65,0,no,no,no
7/6/2023,6:34:59,27.6,65,0,no,no,no
7/6/2023,6:35:02,27.6,65,0,no,no,no
7/6/2023,6:35:05,27.6,65,0,no,no,no
7/6/2023,6:35:08,27.6,65,0,no,no,no
7/6/2023,6:35:12,27.6,65,0,no,no,no
7/6/2023,6:35:15,27.6,65,0,no,no,no
7/6/2023,6:35:18,27.6,65,0,no,no,no
7/6/2023,6:35:22,27.6,65,0,no,no,no
7/6/2023,6:35:25,27.6,65,6,no,no,no
7/6/2023,6:35:28,27.6,65,0,no,no,no
7/6/2023,6:35:31,27.6,65,0,no,no,no
7/6/2023,6:35:34,27.6,65,9,no,no,no
7/6/2023,6:35:37,27.6,65,9,no,no,no
7/6/2023,6:35:40,27.6,65,9,no,no,no
7/6/2023,6:35:42,27.6,66,9,no,no,no
7/6/2023,6:35:45,27.6,66,9,no,no,no
7/6/2023,6:35:48,27.6,66,9,no,no,no
7/6/2023,6:35:52,27.6,66,9,no,no,no
7/6/2023,6:35:58,27.6,66,9,no,no,no
7/6/2023,6:36:02,27.6,66,9,no,no,no
7/6/2023,6:36:05,27.6,66,0,no,no,no
7/6/2023,6:36:08,27.6,66,0,no,no,no
7/6/2023,6:36:11,27.6,66,0,no,no,no
7/6/2023,6:36:14,27.6,66,0,no,no,no
7/6/2023,6:36:18,27.6,66,0,no,no,no
7/6/2023,6:36:21,27.6,66,0,no,no,no
7/6/2023,6:36:24,27.6,66,0,no,no,no
7/6/2023,6:36:27,27.6,66,0,no,no,no
7/6/2023,6:36:30,27.6,66,0,no,no,no
7/6/2023,6:36:37,27.6,66,0,no,no,no
7/6/2023,6:36:40,27.6,66,0,no,no,no
7/6/2023,6:36:43,27.6,66,0,no,no,no
7/6/2023,6:36:46,27.6,66,0,no,no,no
7/6/2023,6:36:49,27.6,66,0,no,no,no
7/6/2023,6:36:52,27.6,66,0,no,no,no
7/6/2023,6:36:55,27.6,66,0,no,no,no
7/6/2023,6:36:58,27.6,66,0,no,no,no
7/6/2023,6:37:01,27.6,66,0,no,no,no
7/6/2023,6:37:05,27.6,66,0,no,no,no
7/6/2023,6:37:08,27.6,66,0,no,no,no
7/6/2023,6:37:10,27.6,66,0,no,no,no
7/6/2023,6:37:13,27.6,66,0,no,no,no
7/6/2023,6:37:17,27.6,66,0,no,no,no
7/6/2023,6:37:19,27.6,66,0,no,no,no
7/6/2023,6:37:22,27.6,66,0,no,no,no
7/6/2023,6:37:25,27.6,66,0,no,no,no
7/6/2023,6:37:28,27.6,66,0,no,no,no
7/6/2023,6:37:31,27.6,66,0,no,no,no
7/6/2023,6:37:34,27.6,66,0,no,no,no
7/6/2023,6:37:38,27.6,66,0,no,no,no
7/6/2023,6:37:41,27.6,66,0,no,no,no
7/6/2023,6:37:44,27.6,66,0,no,no,no
7/6/2023,6:37:47,27.6,66,0,no,no,no
7/6/2023,6:37:50,27.6,66,0,no,no,no
7/6/2023,6:37:53,27.6,66,0,no,no,no
7/6/2023,6:37:56,27.6,66,0,no,no,no
7/6/2023,6:37:59,27.6,66,0,no,no,no
7/6/2023,6:38:02,27.6,66,0,no,no,no
7/6/2023,6:38:05,27.6,66,0,no,no,no
7/6/2023,6:38:08,27.6,66,0,no,no,no
7/6/2023,6:38:10,27.6,66,0,no,no,no
7/6/2023,6:38:13,27.6,66,0,no,no,no
7/6/2023,6:38:16,27.6,66,0,no,no,no
7/6/2023,6:38:19,27.6,66,0,no,no,no
7/6/2023,6:38:22,27.6,66,0,no,no,no
7/6/2023,6:38:25,27.6,66,0,no,no,no
7/6/2023,6:38:29,27.6,66,0,no,no,no
7/6/2023,6:38:31,27.6,66,0,no,no,no
7/6/2023,6:38:35,27.6,66,0,no,no,no
7/6/2023,6:38:38,27.6,66,0,no,no,no
7/6/2023,6:38:41,27.6,66,0,no,no,no
7/6/2023,6:38:44,27.6,66,0,no,no,no
7/6/2023,6:38:47,27.6,66,0,no,no,no
7/6/2023,6:38:50,27.6,66,0,no,no,no
7/6/2023,6:38:53,27.6,66,0,no,no,no
7/6/2023,6:38:56,27.6,66,0,no,no,no
7/6/2023,6:38:59,27.6,66,0,no,no,no
7/6/2023,6:39:03,27.6,66,0,no,no,no
7/6/2023,6:39:06,27.6,66,0,no,no,no
7/6/2023,6:39:09,27.6,66,0,no,no,no
7/6/2023,6:39:13,27.6,66,0,no,no,no
7/6/2023,6:39:16,27.6,66,0,no,no,no
7/6/2023,6:39:19,27.6,66,0,no,no,no
7/6/2023,6:39:22,27.6,66,0,no,no,no
7/6/2023,6:39:25,27.6,66,0,no,no,no
7/6/2023,6:39:28,27.6,66,0,no,no,no
7/6/2023,6:39:31,27.6,66,0,no,no,no
7/6/2023,6:39:34,27.6,66,0,no,no,no
7/6/2023,6:39:37,27.6,66,0,no,no,no
7/6/2023,6:39:40,27.6,66,0,no,no,no
7/6/2023,6:39:43,27.6,66,0,no,no,no
7/6/2023,6:39:46,27.6,66,0,no,no,no
7/6/2023,6:39:48,27.6,66,0,no,no,no
7/6/2023,6:39:51,27.6,66,0,no,no,no
7/6/2023,6:39:55,27.6,66,0,no,no,no
7/6/2023,6:39:58,27.6,66,0,no,no,no
7/6/2023,6:40:01,27.6,66,0,no,no,no
7/6/2023,6:40:04,27.6,66,0,no,no,no
7/6/2023,6:40:08,27.6,66,0,no,no,no
7/6/2023,6:40:11,27.6,66,0,no,no,no
7/6/2023,6:40:14,27.6,66,0,no,no,no
7/6/2023,6:40:17,27.6,66,0,no,no,no
7/6/2023,6:40:20,27.6,66,0,no,no,no
7/6/2023,6:40:23,27.6,66,0,no,no,no
7/6/2023,6:40:26,27.6,66,0,no,no,no
7/6/2023,6:40:29,27.6,66,0,no,no,no
7/6/2023,6:40:32,27.6,66,0,no,no,no
7/6/2023,6:40:35,27.6,66,0,no,no,no
7/6/2023,6:40:38,27.6,66,0,no,no,no
7/6/2023,6:40:41,27.6,66,0,no,no,no
7/6/2023,6:40:44,27.6,66,0,no,no,no
7/6/2023,6:40:47,27.6,66,0,no,no,no
7/6/2023,6:40:50,27.6,66,0,no,no,no
7/6/2023,6:40:53,27.6,66,0,no,no,no
7/6/2023,6:40:56,27.6,66,0,no,no,no
7/6/2023,6:40:59,27.6,66,0,no,no,no
7/6/2023,6:41:02,27.6,66,0,no,no,no
7/6/2023,6:41:05,27.6,66,0,no,no,no
7/6/2023,6:41:08,27.6,66,0,no,no,no
7/6/2023,6:41:11,27.6,66,0,no,no,no
7/6/2023,6:41:14,27.6,66,0,no,no,no
7/6/2023,6:41:17,27.6,66,0,no,no,no
7/6/2023,6:41:20,27.6,66,0,no,no,no
7/6/2023,6:41:23,27.6,66,0,no,no,no
7/6/2023,6:41:26,27.6,66,0,no,no,no
7/6/2023,6:41:29,27.6,66,0,no,no,no
7/6/2023,6:41:32,27.6,66,0,no,no,no
7/6/2023,6:41:35,27.6,66,0,no,no,no
7/6/2023,6:41:38,27.6,66,0,no,no,no
7/6/2023,6:41:41,27.6,66,0,no,no,no
7/6/2023,6:41:44,27.6,66,0,no,no,no
7/6/2023,6:41:47,27.6,66,0,no,no,no
7/6/2023,6:41:50,27.6,66,0,no,no,no
7/6/2023,6:41:53,27.6,66,0,no,no,no
7/6/2023,6:41:56,27.6,66,0,no,no,no
7/6/2023,6:41:59,27.6,66,0,no,no,no
7/6/2023,6:42:02,27.6,66,0,no,no,no
7/6/2023,6:42:05,27.6,66,0,no,no,no
7/6/2023,6:42:08,27.6,66,0,no,no,no
7/6/2023,6:42:12,27.6,66,0,no,no,no
7/6/2023,6:42:15,27.6,66,0,no,no,no
7/6/2023,6:42:18,27.6,66,0,no,no,no
7/6/2023,6:42:21,27.6,66,0,no,no,no
7/6/2023,6:42:25,27.6,66,0,no,no,no
7/6/2023,6:42:28,27.6,66,0,no,no,no
7/6/2023,6:42:32,27.6,66,0,no,no,no
7/6/2023,6:42:35,27.6,66,0,no,no,no
7/6/2023,6:42:38,27.6,66,0,no,no,no
7/6/2023,6:42:41,27.6,66,0,no,no,no
7/6/2023,6:42:44,27.6,66,0,no,no,no
7/6/2023,6:42:47,27.6,66,0,no,no,no
7/6/2023,6:42:51,27.6,66,0,no,no,no
7/6/2023,6:42:54,27.6,66,0,no,no,no
7/6/2023,6:42:57,27.6,66,0,no,no,no
7/6/2023,6:43:00,27.6,66,0,no,no,no
7/6/2023,6:43:02,27.6,66,0,no,no,no
7/6/2023,6:43:05,27.6,66,0,no,no,no
7/6/2023,6:43:08,27.6,66,0,no,no,no
7/6/2023,6:43:11,27.6,66,0,no,no,no
7/6/2023,6:43:14,27.6,66,0,no,no,no
7/6/2023,6:43:18,27.6,66,0,no,no,no
7/6/2023,6:43:21,27.6,66,0,no,no,no
7/6/2023,6:43:24,27.6,66,0,no,no,no
7/6/2023,6:43:27,27.6,66,0,no,no,no
7/6/2023,6:43:30,27.6,66,0,no,no,no
7/6/2023,6:43:34,27.6,66,0,no,no,no
7/6/2023,6:43:37,27.6,66,0,no,no,no
7/6/2023,6:43:40,27.6,66,0,no,no,no
7/6/2023,6:43:43,27.6,66,0,no,no,no
7/6/2023,6:43:45,27.6,66,0,no,no,no
7/6/2023,6:43:48,27.5,66,0,no,no,no
7/6/2023,6:43:51,27.6,66,0,no,no,no
7/6/2023,6:43:54,27.5,66,0,no,no,no
7/6/2023,6:43:57,27.5,66,0,no,no,no
7/6/2023,6:43:59,27.5,66,0,no,no,no
7/6/2023,6:44:02,27.6,66,0,no,no,no
7/6/2023,6:44:05,27.5,66,0,no,no,no
7/6/2023,6:44:09,27.6,66,0,no,no,no
7/6/2023,6:44:12,27.6,66,0,no,no,no
7/6/2023,6:44:16,27.5,66,0,no,no,no
7/6/2023,6:44:19,27.5,66,0,no,no,no
7/6/2023,5:21:00,27.8,64,0,no,no,no
7/6/2023,5:21:06,27.4,65,0,no,no,no
7/6/2023,5:21:13,27.4,65,0,no,no,no
7/6/2023,5:21:17,27.4,65,0,no,no,no
7/6/2023,5:21:21,27.4,65,0,no,no,no
7/6/2023,5:21:25,27.4,65,0,no,no,no
7/6/2023,5:21:30,27.4,65,0,no,no,no
7/6/2023,5:21:40,27.4,65,0,no,no,no
7/6/2023,5:21:48,27.4,65,0,no,no,no
7/6/2023,5:21:53,27.4,65,0,no,no,no
7/6/2023,5:21:58,27.4,65,0,no,no,no
7/6/2023,5:22:02,27.4,65,0,no,no,no
7/6/2023,5:22:06,27.4,65,0,no,no,no
7/6/2023,5:22:10,27.4,65,0,no,no,no
7/6/2023,5:22:14,27.4,65,0,no,no,no
7/6/2023,5:22:17,27.4,65,0,no,no,no
7/6/2023,5:22:21,27.4,65,0,no,no,no
7/6/2023,5:22:25,27.4,65,0,no,no,no
7/6/2023,5:22:29,27.4,65,0,no,no,no
7/6/2023,5:22:33,27.3,65,0,no,no,no
7/6/2023,5:22:38,27.4,65,0,no,no,no
7/6/2023,5:22:42,27.4,65,0,no,no,no
7/6/2023,5:22:46,27.4,65,0,no,no,no
7/6/2023,5:22:49,27.4,65,0,no,no,no
7/6/2023,5:22:53,27.4,65,0,no,no,no
7/6/2023,5:22:57,27.4,65,0,no,no,no
7/6/2023,5:23:01,27.4,65,0,no,no,no
7/6/2023,5:23:05,27.4,65,0,no,no,no
7/6/2023,5:23:09,27.4,65,0,no,no,no
7/6/2023,5:23:12,27.4,65,0,no,no,no
7/6/2023,5:23:16,27.4,65,0,no,no,no
7/6/2023,5:23:19,27.4,65,0,no,no,no
7/6/2023,5:23:24,27.4,65,0,no,no,no
7/6/2023,5:23:28,27.4,65,0,no,no,no
7/6/2023,5:23:33,27.4,65,0,no,no,no
7/6/2023,5:23:36,27.4,65,0,no,no,no
7/6/2023,5:23:40,27.4,65,0,no,no,no
7/6/2023,5:23:43,27.4,65,0,no,no,no
7/7/2023,4:27:17,27.2,71,0,no,no,no
7/7/2023,4:27:21,27.2,71,0,no,no,no
7/7/2023,4:27:25,27.2,71,0,no,no,no
7/7/2023,4:27:28,27.2,71,0,no,no,no
7/7/2023,4:27:32,27.2,71,0,no,no,no
7/7/2023,4:27:35,27.2,71,0,no,no,no
7/7/2023,4:27:38,27.2,71,0,no,no,no
7/7/2023,4:27:42,27.2,71,0,no,no,no
7/7/2023,4:27:46,27.2,71,0,no,no,no
7/7/2023,4:27:50,27.2,71,0,no,no,no
7/7/2023,4:27:55,27.2,71,0,no,no,no
7/7/2023,4:27:59,27.2,71,0,no,no,no
7/7/2023,4:28:03,27.2,71,0,no,no,no
7/7/2023,4:28:07,27.2,71,0,no,no,no
7/7/2023,4:28:10,27.2,71,0,no,no,no
7/7/2023,4:28:13,27.2,71,0,no,no,no
7/7/2023,4:28:17,27.2,71,0,no,no,no
7/7/2023,4:28:20,27.2,71,0,no,no,no
7/7/2023,4:28:24,27.2,71,0,no,no,no
7/7/2023,4:28:28,27.2,71,0,no,no,no
7/7/2023,4:28:32,27.2,71,0,no,no,no
7/7/2023,4:28:35,27.2,71,0,no,no,no
7/7/2023,4:28:38,27.2,71,0,no,no,no
7/7/2023,4:28:41,27.2,71,0,no,no,no
7/7/2023,4:28:45,27.3,71,0,no,no,no
7/7/2023,4:28:49,27.2,71,0,no,no,no
7/7/2023,4:28:53,27.2,71,0,no,no,no
7/7/2023,4:28:58,27.2,71,0,no,no,no
7/7/2023,4:29:03,27.2,71,0,no,no,no
7/7/2023,4:29:06,27.2,71,0,no,no,no
7/7/2023,4:29:10,27.2,71,0,no,no,no
7/7/2023,4:29:14,27.2,71,0,no,no,no
7/7/2023,4:29:18,27.2,71,0,no,no,no
7/7/2023,4:29:22,27.2,71,0,no,no,no
7/7/2023,4:29:25,27.2,71,0,no,no,no
7/7/2023,4:29:29,27.2,71,0,no,no,no
7/7/2023,4:29:33,27.2,71,0,no,no,no
7/7/2023,4:29:36,27.2,71,0,no,no,no
7/7/2023,4:29:40,27.2,71,0,no,no,no
7/7/2023,4:29:43,27.2,71,0,no,no,no
7/7/2023,4:29:47,27.2,71,0,no,no,no
7/7/2023,4:29:50,27.2,71,0,no,no,no
7/7/2023,4:29:54,27.2,71,0,no,no,no
7/7/2023,4:29:58,27.2,71,0,no,no,no
7/7/2023,4:30:03,27.2,71,0,no,no,no
7/7/2023,4:30:07,27.2,71,0,no,no,no
7/7/2023,4:30:10,27.2,71,0,no,no,no
7/7/2023,4:30:13,27.2,71,0,no,no,no
7/7/2023,4:30:18,27.2,71,0,no,no,no
7/7/2023,4:30:22,27.2,71,0,no,no,no
7/7/2023,4:30:25,27.2,71,0,no,no,no
7/7/2023,4:30:29,27.2,71,0,no,no,no
7/7/2023,4:30:33,27.2,71,0,no,no,no
7/7/2023,4:30:36,27.2,71,0,no,no,no
7/7/2023,4:30:40,27.2,71,0,no,no,no
7/7/2023,4:30:44,27.2,71,0,no,no,no
7/7/2023,4:30:48,27.2,71,0,no,no,no
7/7/2023,4:30:52,27.2,71,0,no,no,no
7/7/2023,4:30:55,27.2,71,0,no,no,no
7/7/2023,4:30:59,27.2,71,0,no,no,no
7/7/2023,4:31:02,27.2,71,0,no,no,no
7/7/2023,4:31:06,27.2,71,0,no,no,no
7/7/2023,4:31:09,27.2,71,0,no,no,no
7/7/2023,4:31:12,27.2,71,0,no,no,no
7/7/2023,4:31:16,27.2,71,0,no,no,no
7/7/2023,4:31:19,27.2,71,0,no,no,no
7/7/2023,4:31:22,27.2,71,0,no,no,no
7/7/2023,4:31:26,27.2,71,0,no,no,no
7/7/2023,4:31:29,27.2,71,0,no,no,no
7/7/2023,4:31:33,27.2,71,0,no,no,no
7/7/2023,4:31:36,27.2,71,0,no,no,no
7/7/2023,4:31:40,27.2,71,0,no,no,no
7/7/2023,4:31:43,27.2,71,0,no,no,no
7/7/2023,4:31:46,27.2,71,0,no,no,no
7/7/2023,4:31:50,27.2,71,0,no,no,no
7/7/2023,4:31:54,27.2,71,0,no,no,no
7/7/2023,4:31:57,27.2,71,0,no,no,no
7/7/2023,4:32:01,27.2,71,0,no,no,no
7/7/2023,4:32:04,27.2,71,0,no,no,no
7/7/2023,4:32:07,27.2,71,0,no,no,no
7/7/2023,4:32:10,27.2,71,0,no,no,no
7/7/2023,4:32:13,27.2,71,0,no,no,no
7/7/2023,4:32:17,27.2,71,0,no,no,no
7/7/2023,4:32:20,27.2,71,0,no,no,no
7/7/2023,4:32:24,27.2,71,0,no,no,no
7/7/2023,4:32:27,27.2,71,0,no,no,no
7/7/2023,4:32:30,27.2,71,0,no,no,no
7/7/2023,4:32:33,27.2,71,0,no,no,no
7/7/2023,4:32:37,27.2,71,0,no,no,no
7/7/2023,4:32:40,27.2,71,0,no,no,no
7/7/2023,4:32:44,27.2,71,0,no,no,no
7/7/2023,4:32:48,27.2,71,0,no,no,no
7/7/2023,4:32:51,27.2,71,0,no,no,no
7/7/2023,4:32:54,27.2,71,0,no,no,no
7/7/2023,4:32:58,27.2,71,0,no,no,no
7/7/2023,4:33:01,27.2,71,0,no,no,no
7/7/2023,4:33:05,27.2,71,0,no,no,no
7/7/2023,4:33:08,27.2,71,0,no,no,no
